
UTC ms since epoch;Bat charge In;Bat charge Out;Bat Voltage;5V supply;3V3 supply;PCU total curr;Solar +X;Solar -X;Solar +Y;Solar -Y;Solar +Z;Solar -Z;Solar total;VCC out0;VCC out1;VCC out2;VCC out3;VCC out4;VCC out5;VCC out6;VCC out7;SS total curr;EEPROM1 curr;EEPROM2 curr;Ext ADC1;Ext ADC2;Ext ADC3;Ext ADC4;RTC curr;Charger DCDC;System V;OBC curr;Time;Restarts;Switches(CAGR);Mode;RTC;Temp.(bat);Sch. count;Section;Variable Telemetry;
1558701071573;0.55481;0.411525;7.824;5.195;3.319;0.062469;0.004578;0.002747;0.001831;0.003052;0.006409;0.003662;1.770;0.0177;0.002441;0.001221;0.002441;0.111084;0.10498;0.002441;0.001221;0.001526;0.000916;9.2e-05;6.1e-05;3.1e-05;6.1e-05;0;3.1e-05;0.354309;0.732727;0.300903;86850951;24;11000001 | 00010000 | 00000011 | 00000000 | ;3;0;0;0;1;10; 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 32 01 10 06 00 00 00 3a 29 02 8d 00 00 00 00 00 00 40 03 00 00 00 00 00 00 00 00 00 7c 5f 5f 5f 4e 6f 5f 44 61 74 61 21 5f 5f 5f 7c 00 00 00 00 00 00 00 00 00 00;
1558701073185;0.558472;0.393029;7.834;5.151;3.319;0.062469;0.004578;0.002747;0.001831;0.003052;0.006409;0.003967;1.728;0.018005;0.002136;0.001221;0.002441;0.106201;0.103149;0.001831;0.001221;0.001526;0.000916;9.2e-05;6.1e-05;6.1e-05;9.2e-05;0;3.1e-05;0.360107;0.755615;0.300903;86850952;24;11000001 | 00010000 | 00000011 | 00000000 | ;3;0;0;0;1;10; 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 32 01 10 06 00 00 00 3a 29 02 8d 00 00 00 00 00 00 40 03 00 00 00 00 00 00 00 00 00 7c 5f 5f 5f 4e 6f 5f 44 61 74 61 21 5f 5f 5f 7c 00 00 00 00 00 00 00 00 00 00;
1558701075069;0.59082;0.435569;7.831;5.235;3.319;0.0625;0.004578;0.002747;0.001831;0.002747;0.006409;0.003662;1.790;0.018311;0.002136;0.001221;0.002441;0.108032;0.10376;0.002441;0.001221;0.001221;0.000916;9.2e-05;6.1e-05;6.1e-05;6.1e-05;0;3.1e-05;0.359802;0.74585;0.301819;86850954;24;11000001 | 00010000 | 00000011 | 00000000 | ;2;0;0;0;1;10; 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 33 01 15 06 00 00 00 30 00 0a 00 00 00 00 00 00 01 00 00 00 08 00 00 00 00 00 00 00 7c 5f 5f 5f 4e 6f 5f 44 61 74 61 21 5f 5f 5f 7c 00 00 00 00 00 00 00 00 00 00;
1558701076461;0.534058;0.344016;7.844;5.177;3.331;0.062469;0.004883;0.002747;0.001831;0.003052;0.006409;0.003662;1.829;0.005798;0.002136;0.001221;0.002441;0.105591;0.10376;0.001831;0.001221;0.001526;0.000916;9.2e-05;6.1e-05;6.1e-05;9.2e-05;0;3.1e-05;0.362854;0.76416;0.001526;86850956;24;11000000 | 00010000 | 00000011 | 00000000 | ;2;0;0;0;1;10; 2c 00 00 00 03 ff 00 03 ff 00 03 ff 00 03 ff 00 03 ff 00 03 ff 00 03 10 00 03 ff 00 03 03 00 03 10 00 03 ff 00 03 ff 00 03 02 00 03 ff 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 7c;
1558701147226;0.414429;0.258012;7.834;5.086;3.331;0.062408;0.004578;0.003052;0.001831;0.002747;0.006714;0.003662;1.698;0.005798;0.002136;0.001221;0.002136;0.110474;0.014038;0.001831;0.001221;0.001221;0.000916;9.2e-05;3.1e-05;0;3.1e-05;0;3.1e-05;0.349731;0.727234;0.001221;86851026;24;11000000 | 00010000 | 00000011 | 00000000 | ;2;0;0;0;1;10; 2f 00 00 00 03 ff 00 03 ff 00 03 ff 00 03 ff 00 03 ff 00 03 ff 00 03 10 00 03 ff 00 03 03 00 03 10 00 03 ff 00 03 ff 00 03 02 00 03 ff 00 03 ff 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 7c;
1558701165397;0.368042;0.169234;7.855;5.198;3.334;0.062439;0.004578;0.002441;0.002136;0.003052;0.006409;0.003967;1.719;0.005798;0.002441;0.001221;0.002136;0.018921;0.013428;0.001831;0.002441;0.001221;0.000916;9.2e-05;3.1e-05;0;3.1e-05;0;3.1e-05;0.360718;0.768738;0.001221;86851045;24;11000000 | 00010000 | 00000011 | 00000000 | ;2;0;0;0;1;10; 32 00 00 00 03 ff 00 03 ff 00 03 ff 00 03 ff 00 03 ff 00 03 ff 00 03 10 00 03 ff 00 03 03 00 03 10 00 03 ff 00 03 ff 00 03 02 00 03 ff 00 03 ff 00 03 45 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 7c;
1558701209223;0.397949;0.230269;7.841;5.251;3.329;0.062408;0.005188;0.003052;0.001831;0.003052;0.006714;0.004272;1.693;0.005493;0.002441;0.001221;0.002136;0.134888;0.023804;0.001831;0;0.001221;0.000916;9.2e-05;0;0;0;0;3.1e-05;0.343628;0.673828;0.000916;86851088;24;11000000 | 00010000 | 00000011 | 00000000 | ;2;0;0;0;1;10; 35 00 00 00 03 ff 00 03 ff 00 03 ff 00 03 ff 00 03 ff 00 03 ff 00 03 10 00 03 ff 00 03 03 00 03 10 00 03 ff 00 03 ff 00 03 02 00 03 ff 00 03 ff 00 03 45 00 03 ff 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 7c;
1558701271229;0.404053;0.266335;7.838;5.268;3.329;0.062408;0.005798;0.003357;0.002136;0.003052;0.006714;0.004883;1.623;0.005493;0.002136;0.001221;0.002136;0.109863;0.014648;0.001831;0.001221;0.001526;0.000916;9.2e-05;3.1e-05;0;0;0;3.1e-05;0.34668;0.71991;0.001221;86851150;24;11000000 | 00010000 | 00000011 | 00000000 | ;2;0;0;0;1;10; 38 00 00 00 03 ff 00 03 ff 00 03 ff 00 03 ff 00 03 ff 00 03 ff 00 03 10 00 03 ff 00 03 03 00 03 10 00 03 ff 00 03 ff 00 03 02 00 03 ff 00 03 ff 00 03 45 00 03 ff 00 03 ff 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 7c;
1558701333216;0.437622;0.254313;7.855;5.182;3.331;0.062439;0.004883;0.003052;0.002136;0.003052;0.006409;0.003662;1.704;0.005798;0.002441;0.001221;0.002136;0.106201;0.014038;0.001831;0.001221;0.001221;0.000916;9.2e-05;3.1e-05;0;0;0;3.1e-05;0.358582;0.755005;0.001221;86851212;24;11000000 | 00010000 | 00000011 | 00000000 | ;2;0;0;0;1;10; 3b 00 00 00 03 ff 00 03 ff 00 03 ff 00 03 ff 00 03 ff 00 03 ff 00 03 10 00 03 ff 00 03 03 00 03 10 00 03 ff 00 03 ff 00 03 02 00 03 ff 00 03 ff 00 03 45 00 03 ff 00 03 ff 00 03 ff 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 7c;
1558701395222;0.421143;0.253388;7.851;5.253;3.328;0.062469;0.004883;0.003052;0.001831;0.003052;0.006714;0.004272;1.667;0.006104;0.002441;0.001221;0.002136;0.106812;0.014038;0.001831;0.001221;0.001526;0.000916;9.2e-05;3.1e-05;0;3.1e-05;0;3.1e-05;0.354919;0.741577;0.001221;86851274;24;11000000 | 00010000 | 00000011 | 00000000 | ;2;0;0;0;1;10; 3e 00 00 00 03 ff 00 03 ff 00 03 ff 00 03 ff 00 03 ff 00 03 ff 00 03 10 00 03 ff 00 03 03 00 03 10 00 03 ff 00 03 ff 00 03 02 00 03 ff 00 03 ff 00 03 45 00 03 ff 00 03 ff 00 03 ff 00 03 ff 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 7c;
